paper_id,title,session,sentence_index,label_id,label_name,label_english,confidence,rule_reason,sentence,url
85,AR-VLA: Autoregressive Action Expert for Vision–Language–Action Models,VLA Models,6,9,비교,Comparison,0.93,comparison to baselines,AR-VLA exhibits superior history awareness and substantially smoother action trajectories while maintaining or exceeding the task success rates of state-of-the-art reactive VLAs.,https://roboticsconference.org/program/papers/85/
85,AR-VLA: Autoregressive Action Expert for Vision–Language–Action Models,VLA Models,7,10,의의,Significance,0.7,closing implication sentence,"Overall, our work introduces a scalable, context-aware action generation schema that provides a robust structural foundation for training effective robotic policies.",https://roboticsconference.org/program/papers/85/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,1,1,배경,Background,0.68,opening context sentence,"Pretrained on large-scale and diverse datasets, VLA models demonstrate strong generalization and adaptability as general-purpose robotic policies.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,2,2,문제,Problem,0.88,specific problem,"However, Supervised Fine-Tuning (SFT), which serves as the primary mechanism for adapting VLAs to downstream domains, requires substantial amounts of task-specific data and is prone to catastrophic forgetting.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,3,5,방법,Method,0.88,proposed method,"To address these limitations, we propose LifeLong-RFT, a simple yet effective Reinforcement Fine-Tuning (RFT) strategy for VLA models independent of online environmental feedback and pre-trained reward models.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,4,5,방법,Method,0.88,proposed method,"By integrating chunking-level on-policy reinforcement learning with the proposed Multi-Dimensional Process Reward (MDPR) mechanism, LifeLong-RFT quantifies the heterogeneous contributions of intermediate action chunks across three dimensions to facilitate policy optimization.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,5,6,핵심 아이디어,Key idea,0.88,key mechanism,"Specifically, (1) the Quantized Action Consistency Reward (QACR) ensures accurate action prediction within the discrete action space; (2) the Continuous Trajectory Alignment Reward (CTAR) aligns decoded continuous action chunks with reference trajectories to ensure precise control; (3) the Format Compliance Reward (FCR) guarantees the structural validity of outputs.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,6,7,검증,Validation,0.88,validation setup,"Comprehensive experiments across SimplerEnv, LIBERO, and real-world tasks demonstrate that LifeLong-RFT exhibits strong performance in multi-task learning.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,7,8,결과,Result,0.93,reported result,"Furthermore, for continual learning on the LIBERO benchmark, our method achieves a 22% gain in average success rate over SFT, while effectively adapting to new tasks using only 20% of the training data.",https://roboticsconference.org/program/papers/86/
86,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,VLA Models,8,5,방법,Method,0.88,proposed method,"Overall, our method provides a promising post-training paradigm for VLAs.",https://roboticsconference.org/program/papers/86/
87,π∗0.6π0.6∗\pi^{*}_{0.6}: a VLA That Learns From Experience,VLA Models,1,10,의의,Significance,0.88,broader significance,"Vision–language–action (VLA) models offer a promising path toward general-purpose robots, but achieving the reliability and speed required for practical deployment remains challenging.",https://roboticsconference.org/program/papers/87/
87,π∗0.6π0.6∗\pi^{*}_{0.6}: a VLA That Learns From Experience,VLA Models,2,8,결과,Result,0.93,reported result,"We present a general-purpose method, RL with Experience and Corrections via Advantage-conditioned Policies (RECAP) that improves the efficiency and reliability of VLA policies by utilizing their real-world experience.",https://roboticsconference.org/program/papers/87/
87,π∗0.6π0.6∗\pi^{*}_{0.6}: a VLA That Learns From Experience,VLA Models,3,6,핵심 아이디어,Key idea,0.88,key mechanism,"Our method introduces value-based advantage conditioning during both pre-training and post-training phases, enabling VLA policies to ingest highly heterogeneous real-world experience, including human demonstrations, policy rollouts, and online correction data.",https://roboticsconference.org/program/papers/87/
87,π∗0.6π0.6∗\pi^{*}_{0.6}: a VLA That Learns From Experience,VLA Models,4,8,결과,Result,0.93,reported result,"We show that the π0.6* model, trained with RECAP, achieves hours-long deployment of folding diverse laundry in real homes, can reliably assemble boxes in a factory, and make espresso drinks using a professional espresso machine.",https://roboticsconference.org/program/papers/87/
87,π∗0.6π0.6∗\pi^{*}_{0.6}: a VLA That Learns From Experience,VLA Models,5,7,검증,Validation,0.88,validation setup,"On some of the hardest tasks, RECAP more than doubles task throughput and roughly halves the task failure rate.",https://roboticsconference.org/program/papers/87/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,1,1,배경,Background,0.68,opening context sentence,"While Vision-Language-Action (VLA) models excel in generalist manipulation, they often lack fine-grained spatial awareness and struggle with viewpoint generalization.",https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,2,11,한계,Limitation,0.88,remaining limitation,"This limitation largely stems from the reliance on pretrained RGB encoders, which lack explicit geometric cues and prioritize semantic alignment over geometric representation.",https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,3,2,문제,Problem,0.88,specific problem,We argue that effective visual representations for VLA models must jointly encode both semantic and geometric information.,https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,4,5,방법,Method,0.88,proposed method,"In this paper, we introduce StereoVLA, the first VLA model to incorporate rich geometric cues from large-scale synthetic stereo data.",https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,5,4,목표,Goal,0.88,paper goal,"StereoVLA employs a Geometric-and-Semantic (GeoSem) vision encoder that extracts geometric cues from subtle stereo-view disparities for precise spatial perception, while simultaneously capturing semantic features from pixel observations to support language-conditioned manipulation.",https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,6,6,핵심 아이디어,Key idea,0.88,key mechanism,"Additionally, we introduce two synergistic co-training objectives: Interaction-Region Depth Estimation for precise spatial reasoning, and Camera Parameter Estimation to implicitly align perception and action coordinate systems.",https://roboticsconference.org/program/papers/88/
88,StereoVLA: Enhancing Vision-Language-Action Models with Stereo Vision,VLA Models,7,9,비교,Comparison,0.93,comparison to baselines,"Compared with baselines that employ various input modalities, StereoVLA achieves a 33.4% improvement in real-world experiments and demonstrates robust generalization to near-hemispheric camera perspectives.",https://roboticsconference.org/program/papers/88/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,1,7,검증,Validation,0.88,validation setup,"Recent advances in vision-language-action (VLA) models have motivated the extension of their capabilities to embodied settings, where reinforcement learning (RL) offers a principled way to optimize task success through interaction.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,2,3,기존 한계,Prior limitation,0.91,prior limitation,"However, existing methods remain fragmented, lacking both a unified platform for fair comparison across architectures and algorithms and an efficient system design for scalable training.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,3,6,핵심 아이디어,Key idea,0.88,key mechanism,"To address these challenges, we introduce RLux-VLA, a unified and efficient framework for scalable RL training of VLA models.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,4,8,결과,Result,0.93,reported result,"RLux-VLA achieves unification by providing a unified interface that standardizes the integration of diverse VLA architectures, multiple RL algorithms, and heterogeneous simulators, enabling extensibility.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,5,5,방법,Method,0.88,proposed method,"To ensure efficiency, the system adopts a flexible resource allocation architecture for rendering, inference, and training workloads in RL pipelines.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,6,5,방법,Method,0.88,proposed method,"In particular, for GPU-parallelized simulators, RLux-VLA introduces a hybrid fine-grained pipeline allocation strategy, yielding a 1.61x–1.88x training speedup.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,7,6,핵심 아이디어,Key idea,0.88,key mechanism,"Using this unified system, models trained with RLux-VLA demonstrate consistent performance improvements of approximately 20–85% across multiple simulation benchmarks, including LIBERO, ManiSkill, and RoboTwin.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,8,5,방법,Method,0.58,default technical contribution sentence,"Furthermore, we distill a set of training practices for effective RL-based VLA training.",https://roboticsconference.org/program/papers/89/
89,RLux-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,VLA Models,9,4,목표,Goal,0.88,paper goal,"We position RLux-VLA as a foundational system to enable efficient, unified, and reproducible research in embodied intelligence.",https://roboticsconference.org/program/papers/89/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,1,2,문제,Problem,0.88,specific problem,"This paper studies the problem of robot performance evaluation, focusing on how to obtain accurate and efficient estimates of real-world behavior under severe constraints on physical experimentation.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,2,3,기존 한계,Prior limitation,0.91,prior limitation,"Such estimates are essential for benchmarking algorithms, comparing design alternatives, validating controllers, and supporting certification or regulatory decision-making, yet real-world testing with physical robots is often expensive, time-consuming, and safety-limited.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,3,7,검증,Validation,0.88,validation setup,"To mitigate the scarcity of real-world trials, sim-to-real methodologies are commonly employed, using low-cost simulators to inform, supplement, or prioritize physical experiments.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,4,3,기존 한계,Prior limitation,0.88,prior limitation,"Departing from (and complementing to) existing approaches in variance reduction (e.g., importance-sampling variants) or bias-correction (e.g., through prediction-powered inference or learned control variates), we examine this performance-evaluation problem through the lens of betting.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,5,8,결과,Result,0.93,reported result,We establish theoretical conditions under which a betting mechanism can yield accurate and efficient estimates (provably outperforming the Monte Carlo estimator) and we characterize how such bets should be constructed.,https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,6,5,방법,Method,0.58,default technical contribution sentence,"We further develop theoretically grounded yet practically implementable approximations of the ideal bet, and we provide concrete decision rules that diagnose when these approximate betting strategies are working as intended.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,7,5,방법,Method,0.58,default technical contribution sentence,We demonstrate the effectiveness of the proposed methods using both synthetic examples and cross-fidelity computational simulators.,https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,8,7,검증,Validation,0.88,validation setup,"Notably, we also showcase an illustrative case in which a group of synthetic distributions are used to infer the real-world pick-and-place accuracy of a robotic manipulator, a seemingly unconventional sim-to-real transfer that becomes natural and feasible under the proposed betting perspective.",https://roboticsconference.org/program/papers/90/
90,Betting for Sim-to-Real Performance Evaluation,Datasets and Benchmarks,9,5,방법,Method,0.58,default technical contribution sentence,Programs for reproducing empirical results are available at https://github.com/ISUSAIL/Bet4Sim2Real,https://roboticsconference.org/program/papers/90/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,1,1,배경,Background,0.68,opening context sentence,Deploying robots at scale demands robustness to the long tail of everyday situations.,https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,2,3,기존 한계,Prior limitation,0.91,prior limitation,"The countless variations in scene layout, object geometry, and task specifications that characterize real environments are vast and underrepresented in existing robot benchmarks.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,3,2,문제,Problem,0.88,specific problem,Measuring this level of generalization requires infrastructure at a scale and diversity that physical evaluation alone cannot provide.,https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,4,4,목표,Goal,0.88,paper goal,"We introduce MolmoSpaces, a fully open ecosystem to support large-scale benchmarking of robot policies.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,5,8,결과,Result,0.93,reported result,"MolmoSpaces consists of over 230k diverse indoor environments, ranging from handcrafted household scenes to procedurally generated multiroom houses, populated with 130k richly annotated object assets, including 48k manipulable objects with 42M stable grasps.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,6,5,방법,Method,0.58,default technical contribution sentence,"Crucially, these environments are simulator-agnostic, supporting popular options such as MuJoCo, Isaac, and ManiSkill.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,7,7,검증,Validation,0.88,validation setup,"The ecosystem supports the full spectrum of embodied tasks: static and mobile manipulation, navigation, and multiroom long-horizon tasks requiring coordinated perception, planning, and interaction across entire indoor environments.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,8,7,검증,Validation,0.88,validation setup,"We also design MolmoSpaces-bench, a benchmark suite of 8 tasks in which robots interact with our diverse scenes and richly annotated objects.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,9,8,결과,Result,0.93,reported result,"Our experiments show MolmoSpaces-bench exhibits strong sim-to-real correlation (R = 0.96, ρ = 0.98), confirm newer and stronger policies outperform earlier versions in our benchmarks, and identify key sensitivities to prompt phrasing, initial joint positions, and camera occlusion.",https://roboticsconference.org/program/papers/91/
91,MolmoSpaces: Large-Scale Open Ecosystem for Robot Manipulation and Navigation,Datasets and Benchmarks,10,13,자원 공개,Resources,0.93,resource disclosure,"Through MolmoSpaces and its open-source assets and tooling, we provide a foundation for scalable data generation, policy training, and benchmark creation for robot learning research.",https://roboticsconference.org/program/papers/91/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,1,2,문제,Problem,0.88,specific problem,"Robot learning increasingly depends on large and diverse data, yet robot data collection remains expensive and difficult to scale.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,2,5,방법,Method,0.58,default technical contribution sentence,Egocentric human data offer a promising alternative by capturing rich manipulation behavior across everyday environments.,https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,3,3,기존 한계,Prior limitation,0.88,prior limitation,"However, existing human datasets are often limited in scope, difficult to extend, and fragmented across institutions.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,4,5,방법,Method,0.88,proposed method,"We introduce EgoVerse, a collaborative platform for human data–driven robot learning that unifies data collection, processing, and access under a shared framework, enabling contributions from individual researchers, academic labs, and industry partners.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,5,8,결과,Result,0.93,reported result,"The current release includes 1,362 hours (80k episodes) of human demonstrations spanning 1,965 tasks, 240 scenes, and 2,087 unique demonstrators, with standardized formats, manipulation-relevant annotations, and tooling for downstream learning.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,6,7,검증,Validation,0.88,validation setup,"Beyond the dataset, we conduct a large-scale study of human-to-robot transfer with experiments replicated across multiple labs, tasks, and robot embodiments under shared protocols.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,7,8,결과,Result,0.93,reported result,"We find that policy performance generally improves with increased human data, but that effective scaling depends on alignment between human data and robot learning objectives.",https://roboticsconference.org/program/papers/92/
92,EgoVerse: An Egocentric Human Dataset for Robot Learning from Around the World,Datasets and Benchmarks,8,7,검증,Validation,0.88,validation setup,"Together, the dataset, platform, and study establish a foundation for reproducible progress in human data–driven robot learning.",https://roboticsconference.org/program/papers/92/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,1,1,배경,Background,0.68,opening context sentence,Embodied AI research is undergoing a shift toward vision-centric perceptual paradigms.,https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,2,7,검증,Validation,0.88,validation setup,"While massively parallel simulators have catalyzed breakthroughs in proprioception-based locomotion, their potential remains largely untapped for vision-centric tasks due to the prohibitive computational overhead of large-scale photorealistic rendering.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,3,7,검증,Validation,0.88,validation setup,"Furthermore, the creation of simulation-ready 3D assets heavily relies on labor-intensive manual modeling, while the significant sim-to-real physical gap hinders the transfer of contact-rich manipulation policies.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,4,5,방법,Method,0.88,proposed method,"To address these bottlenecks, we propose gs_playground, a multi-modal simulation framework designed to accelerate end-to-end perceptual learning.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,5,5,방법,Method,0.88,proposed method,"We develop a novel high-performance parallel physics engine, specifically designed to integrate with a batch 3D Gaussian Splatting (3DGS) rendering pipeline to ensure high-fidelity synchronization.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,6,8,결과,Result,0.93,reported result,"Our system achieves a breakthrough throughput of \mathbf{10^4} FPS at \mathbf{640 × 480} resolution, significantly lowering the barrier for large-scale visual RL.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,7,5,방법,Method,0.88,proposed method,"Additionally, we introduce an automated Real2Sim workflow that reconstructs photorealistic, physically consistent, and memory-efficient environments, streamlining the generation of complex simulation-ready scenes.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,8,7,검증,Validation,0.88,validation setup,"Extensive experiments on locomotion, navigation, and manipulation demonstrate that gs_playground effectively bridges the perceptual and physical gaps across diverse embodied tasks.",https://roboticsconference.org/program/papers/93/
93,GS-Playground: A High-Throughput Photorealistic Simulator for Vision-Informed Robot Learning,Datasets and Benchmarks,9,13,자원 공개,Resources,0.93,resource disclosure,We will open-source the full-stack framework to empower the research community.,https://roboticsconference.org/program/papers/93/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,1,7,검증,Validation,0.88,validation setup,"Despite the demand for robots in high-value clinical tasks like bathing, contemporary systems still lack the safety and reliability required for complex, sustained physical interaction with humans.",https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,2,2,문제,Problem,0.88,specific problem,"A key challenge hindering the development of such systems is that collecting, understanding, and effectively transferring highly dynamic, contact-rich human bathing demonstrations is difficult, even with modern motion and tactile sensing equipment.",https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,3,5,방법,Method,0.88,proposed method,"We present a straightforward, but effective framework for doing so with high fidelity by utilizing contact regions as a key processing primitive.",https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,4,5,방법,Method,0.88,proposed method,We use our framework to build a dataset of bathing demonstrations performed by trained clinicians on human subjects.,https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,5,7,검증,Validation,0.88,validation setup,We then use this dataset to design and control an arm-mounted dexterous soft hand to perform bathing tasks on a mannequin using open- and closed-loop strategies.,https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,6,7,검증,Validation,0.88,validation setup,"Our dataset is the first to provide high quality synchronized motion, shape, contact, and force during sustained, contact-rich human-human interaction, and our transfer strategies demonstrate effective use of these data across multiple levels of the robotics stack.",https://roboticsconference.org/program/papers/94/
94,"High Fidelity Capture, Reconstruction, and Transfer of Human Demonstrations for Robot-Assisted Bathing",Datasets and Benchmarks,7,4,목표,Goal,0.88,paper goal,All relevant materials will be publicly released to enable further advancements in physical human-robot interaction (pHRI) research.,https://roboticsconference.org/program/papers/94/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,1,2,문제,Problem,0.88,specific problem,"Diverse applications for robotics, such as industry and agriculture, require robots to operate across various embodiments, changing visual conditions, and complex planning.",https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,2,5,방법,Method,0.58,default technical contribution sentence,Vision–Language Models (VLMs) offer a promising foundation for general-purpose and interpretable robotic reasoning.,https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,3,2,문제,Problem,0.88,specific problem,Aligning VLMs with diverse robot applications requires a modular understanding of the individual decision components that underlie robotic behavior.,https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,4,5,방법,Method,0.58,default technical contribution sentence,"Capturing such structure is challenging for conventional robot benchmarks that are primarily based on teleoperated, end-to-end datasets.",https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,5,5,방법,Method,0.88,proposed method,"We propose Robot Question Answering (RQA), a modular evaluation framework and RoboVista, a benchmark curated from real robotic systems, research papers, and expert annotations.",https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,6,7,검증,Validation,0.88,validation setup,"RoboVista contains 474 VQAs with human annotated reasoning and covers 39 unique task types in agricultural, industrial, domestic, surgical robotics, autonomous driving, and open robot datasets.",https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,7,9,비교,Comparison,0.93,comparison to baselines,Experiments on RoboVista show that state-of-the-art VLMs exhibit substantial gaps.,https://roboticsconference.org/program/papers/95/
95,RoboVista: Evaluating Vision Language Models for Diverse Robot Applications,Datasets and Benchmarks,8,7,검증,Validation,0.88,validation setup,Physical robot experiments suggest strong correlation between RoboVista performance and real-world task execution.,https://roboticsconference.org/program/papers/95/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,1,7,검증,Validation,0.88,validation setup,"The pursuit of general-purpose robotics has yielded impressive foundation models, yet simulation-based benchmarking remains a bottleneck due to rapid performance saturation and a lack of true generalization testing.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,2,3,기존 한계,Prior limitation,0.91,prior limitation,"Existing benchmarks often exhibit significant domain overlap between training and evaluation, trivializing success rates and obscuring insights into robustness.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,3,5,방법,Method,0.88,proposed method,"We introduce RoboLab, a simulation benchmarking framework designed to address these challenges.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,4,5,방법,Method,0.88,proposed method,"Concretely, our framework is designed to answer two questions: (1) to what extent can we understand the performance of a real-world policy by analyzing its behavior in simulation, and (2) which external factors most strongly affect that behavior under controlled perturbations.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,5,6,핵심 아이디어,Key idea,0.88,key mechanism,"First, RoboLab enables human-authored and LLM-enabled generation of scenes and tasks in a robot- and policy-agnostic manner within a physically realistic and photorealistic simulation.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,6,5,방법,Method,0.88,proposed method,"With this, we propose the Robot Question and Answering (RQA) benchmark, consisting of∼80 tasks categorized into four task axes: visual, procedural, relational, and complexity.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,7,5,방법,Method,0.88,proposed method,"Second, we introduce a systematic analysis of real-world policies that quantify both their performance and the sensitivity of their behavior to controlled perturbations, indicating that high-fidelity simulation can serve as a proxy for analyzing performance and its dependence on external factors.",https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,8,9,비교,Comparison,0.93,comparison to baselines,Evaluation with RoboLab exposes significant performance gap in current state-of-the-art models.,https://roboticsconference.org/program/papers/96/
96,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,Datasets and Benchmarks,9,5,방법,Method,0.88,proposed method,"By providing granular metrics and a scalable toolset, RoboLab offers a scalable framework for evaluating the true generalization capabilities of task-generalist robotic policies.",https://roboticsconference.org/program/papers/96/
97,LIBERO-X: Robustness Litmus for Vision-Language-Action Models,Datasets and Benchmarks,1,6,핵심 아이디어,Key idea,0.88,key mechanism,"Reliable benchmarking is critical for advancing Vision–Language–Action (VLA) models, as it reveals their generalization, robustness, and alignment of perception with language-driven manipulation tasks.",https://roboticsconference.org/program/papers/97/
97,LIBERO-X: Robustness Litmus for Vision-Language-Action Models,Datasets and Benchmarks,2,3,기존 한계,Prior limitation,0.91,prior limitation,"However, existing benchmarks often provide limited or misleading assessments due to insufficient evaluation protocols that inadequately capture real-world distribution shifts.",https://roboticsconference.org/program/papers/97/
97,LIBERO-X: Robustness Litmus for Vision-Language-Action Models,Datasets and Benchmarks,3,6,핵심 아이디어,Key idea,0.88,key mechanism,"This work systematically rethinks VLA benchmarking from both evaluation and data perspectives, introducing LIBERO-X, a benchmark featuring: 1) A hierarchical evaluation protocol with progressive difficulty levels targeting three core capabilities: spatial generalization, object recognition, and task instruction understanding.",https://roboticsconference.org/program/papers/97/
